Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación;mensaje_completo;categoria_predicha;prioridad_predicha
azutaxi;cuenca;solicitud conductor;el cliente quiere llevar varias mascotas no lleve disculpe;;;;2024-03-07 15:10:59;hashtag;1;solicitud conductor el cliente quiere llevar varias mascotas no lleve disculpe;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no salio;;;;2024-03-24 20:40:56;hashtag;1;solicitud conductor no salio;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-03-31 19:23:34;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-03-06 15:23:45;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pezimo cliente despues q llego al lugar donde dice q ezta manda otra direcion pesimo cliente asi como se puede trabajar con esta clase de personas q no sirven para nada;;;;2024-03-26 10:46:30;hashtag;1;solicitud conductor pezimo cliente despues q llego al lugar donde dice q ezta manda otra direcion pesimo cliente asi como se puede trabajar con esta clase de personas q no sirven para nada;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;espere más de 5 minutos llame mandé mensaje no tuve respuesta;;;;2024-02-14 06:45:55;hashtag;1;solicitud conductor espere más de 5 minutos llame mandé mensaje no tuve respuesta;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;"mal. cliente n
se va en otro taxi";;;;2024-02-08 14:42:22;hashtag;1;"solicitud conductor mal. cliente n
se va en otro taxi";problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;nunca salió;;;;2024-02-09 09:31:05;hashtag;1;solicitud conductor nunca salió;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;nunca salió;;;;2024-01-08 11:39:27;hashtag;1;solicitud conductor nunca salió;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-25 13:50:15;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-02-24 09:32:43;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;paraque pide txi si se va en otro taxi;;;;2024-02-20 07:20:39;hashtag;1;solicitud conductor paraque pide txi si se va en otro taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;velocidad excesiva;;;;2024-03-09 06:56:14;hashtag;1;solicitud cliente velocidad excesiva;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud  nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-25 15:40:30;hashtag;1;solicitud cliente canceló solicitud  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no da respuesta a las notificaciones de llegada y espera;;;;2024-03-20 17:06:41;hashtag;1;solicitud conductor cliente no da respuesta a las notificaciones de llegada y espera;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;no sale el cliente;;;;2024-02-09 18:38:04;hashtag;1;solicitud conductor no sale el cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;me dejó esperando ynunca me respondio  nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-03-20 15:27:02;hashtag;1;solicitud cliente me dejó esperando ynunca me respondio  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente  nunca llegó;;;;2024-02-08 18:57:35;hashtag;1;solicitud cliente llevó otro cliente  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no sale;;;;2024-01-27 19:06:41;hashtag;1;solicitud conductor el cliente no sale;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;"manda a un borracho y no cancela de la carrera 
y me va amenanzando el borracho";desde web: cliente bloqueado por mal uso de la app;;;2024-03-03 13:21:07;hashtag;1;"solicitud conductor manda a un borracho y no cancela de la carrera 
y me va amenanzando el borracho";problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;malísimo;;;;2024-03-10 11:11:51;hashtag;1;solicitud conductor malísimo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no. salió. ni. responde. .;;;;2024-04-10 16:00:56;hashtag;1;solicitud conductor no. salió. ni. responde. .;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente indica que están cinco personas por eso no se les va a recoger;;;;2024-04-12 20:41:26;hashtag;1;solicitud conductor cliente indica que están cinco personas por eso no se les va a recoger;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud  nunca llegó;;;;2024-02-04 18:55:21;hashtag;1;solicitud cliente canceló solicitud  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancelo solicitud;;;;2024-01-22 08:37:25;hashtag;1;solicitud conductor cancelo solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;bloquear usuario juega con la aplicación;;;;2024-03-16 08:10:23;hashtag;1;solicitud conductor bloquear usuario juega con la aplicación;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud conductor;me hsce meter al trsfivo pata luedo decor q no edta ahy;;;;2024-02-02 15:20:15;hashtag;1;solicitud conductor me hsce meter al trsfivo pata luedo decor q no edta ahy;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-09 15:21:20;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;pésima ruta, se tardó más de lo debido.;;;;2024-04-17 16:17:23;hashtag;2;solicitud cliente pésima ruta, se tardó más de lo debido.;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;se sube en otro taxi, si va a agarrar de la calle. que no haga perder el tiempo solicitando a la aplicación;;;;2024-03-01 12:07:17;hashtag;1;solicitud conductor se sube en otro taxi, si va a agarrar de la calle. que no haga perder el tiempo solicitando a la aplicación;problemas con la cuenta/app;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-05-08 15:47:25;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no salió y no contesta el teléfono pésimo 😡 cliente  por favor tomar en cuenta;;;;2024-04-15 02:03:39;hashtag;1;solicitud conductor el cliente no salió y no contesta el teléfono pésimo 😡 cliente  por favor tomar en cuenta;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pide taxi del monay shoopy pero no sale. zona de alto tráfico;;;;2024-03-26 15:06:05;hashtag;1;solicitud conductor pide taxi del monay shoopy pero no sale. zona de alto tráfico;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no contesta los msj me retiro del lugar;desde web: se revisó el historial del cliente;;;2024-04-06 02:36:28;hashtag;1;solicitud conductor cliente no contesta los msj me retiro del lugar;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;juega con la aplicación;desde web: se notifica a la cliente que debe esperar el tiempo asignado por el conductor;;;2024-04-13 14:40:42;hashtag;1;solicitud conductor juega con la aplicación;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud conductor;clienta mal educada;;;;2024-02-23 11:01:40;hashtag;1;solicitud conductor clienta mal educada;problemas de comportamiento;Urgente
azutaxi;cuenca;no llega ;no llega;;-2.889257;-79.020974;2024-02-17 20:44:52;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;no llega  no llega;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-03-12 07:50:59;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-20 20:13:04;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;el cliente sea ido;;;;2024-01-30 17:10:54;hashtag;1;solicitud conductor el cliente sea ido;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llego;;;;2024-03-18 15:51:06;hashtag;1;solicitud cliente nunca llego;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;botón abordo desactivado;;;;2024-04-29 08:22:44;hashtag;1;solicitud conductor botón abordo desactivado;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;cliente nunca llego;;;;2024-04-20 14:42:45;hashtag;1;solicitud conductor cliente nunca llego;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;liwnrw se a ido;;;;2024-02-04 12:54:35;hashtag;1;solicitud conductor liwnrw se a ido;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mala conducta;;;;2024-03-23 23:19:51;hashtag;1;solicitud conductor mala conducta;otros problemas;Baja
ktaxi;loja;solicitud conductor;el cliente puso que esta a bordo y cancelo;;;;2024-01-18 10:39:55;hashtag;2;solicitud conductor el cliente puso que esta a bordo y cancelo;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-04-30 21:39:24;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora del conductor, caso no relevante;;;2024-04-15 08:25:34;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;w;;;;2024-04-14 19:20:09;hashtag;1;solicitud conductor w;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;el cliente no contesta ni mensajes ni llamadas y no sale demasiado tiempo en espera;;;;2024-01-17 22:22:05;hashtag;1;solicitud conductor el cliente no contesta ni mensajes ni llamadas y no sale demasiado tiempo en espera;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;nunca llegó;desde web: se notifica al conductor que debe atender la solicitud aceptada en caso de no poder brindar el servicio le comunique al cliente.;;;2024-05-01 07:36:09;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ecutaxi;riobamba;solicitud cliente;llevó otro cliente;;;;2024-03-18 13:44:59;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se va en otra unidad;;;;2024-02-16 08:07:52;hashtag;1;solicitud conductor se va en otra unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;dirección inexacta;;;;2024-02-22 21:19:40;hashtag;1;solicitud conductor dirección inexacta;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud conductor;exeso de pasajeros 6;;;;2024-04-22 12:41:16;hashtag;1;solicitud conductor exeso de pasajeros 6;otros problemas;Baja
ktaxi;loja;solicitud conductor;cliente no salió;;;;2024-03-12 07:46:07;hashtag;1;solicitud conductor cliente no salió;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;llevó otro cliente;;;;2024-03-15 20:39:33;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-23 13:12:26;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no sale el cliente ....;;;;2024-01-20 22:17:41;hashtag;1;solicitud conductor no sale el cliente ....;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;llevó otro cliente;;;;2024-03-07 14:29:35;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;se negó a llevar al pasajero por una caja que no quiso comprobar si entra en la cajuela  actitud desagradable;;;;2024-04-13 23:35:45;hashtag;1;solicitud cliente se negó a llevar al pasajero por una caja que no quiso comprobar si entra en la cajuela  actitud desagradable;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud conductor;no quiere salir esta demasiado alto la.entrada rosa el carro ya me rose y nl salen;;;;2024-03-31 21:08:05;hashtag;1;solicitud conductor no quiere salir esta demasiado alto la.entrada rosa el carro ya me rose y nl salen;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente cancela la solicitud;;;;2024-04-03 19:50:26;hashtag;1;solicitud conductor cliente cancela la solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-05-02 16:50:08;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;nunca llegó;;;;2024-03-26 11:50:05;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;que mal hace llegar al lugar y no sale;;;;2024-03-15 08:53:19;hashtag;1;solicitud conductor que mal hace llegar al lugar y no sale;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-03-08 06:29:17;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
clipp;ambato;solicitud conductor;cliente se ha ido en otra unidad;desde web: se  notifica al cliente que antes de abordar la unidad revise las placas de la unidad solicitada;;;2024-04-08 15:54:09;hashtag;1;solicitud conductor cliente se ha ido en otra unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud  nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-02-21 09:47:56;hashtag;1;solicitud cliente canceló solicitud  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-02-16 14:36:29;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;aseo del vehiculo  actitud desagradable;;;;2024-04-26 08:31:44;hashtag;1;solicitud cliente aseo del vehiculo  actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;se va en otra unidad;;;;2024-03-30 07:50:15;hashtag;1;solicitud conductor se va en otra unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;que mande bien la ubicacion esta en otro lado;;;;2024-02-09 20:31:02;hashtag;1;solicitud conductor que mande bien la ubicacion esta en otro lado;problemas con el viaje;Alta
clipp;loja;solicitud conductor;pésimo cliente, hace ir de gana;;;;2024-01-31 08:11:42;hashtag;1;solicitud conductor pésimo cliente, hace ir de gana;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;cogio otra carrera;;;;2024-03-22 10:58:52;hashtag;1;solicitud cliente cogio otra carrera;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;cobro inadecuado;;;;2024-04-25 10:46:12;hashtag;2;solicitud cliente cobro inadecuado;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-05-03 11:06:48;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no salió;;;;2024-04-13 23:18:06;hashtag;1;solicitud conductor no salió;problemas con el viaje;Alta
ktaxi;quevedo;solicitud conductor;cliente no responde el teléfono ni salio;;;;2024-02-12 20:19:01;hashtag;1;solicitud conductor cliente no responde el teléfono ni salio;problemas con el viaje;Alta
clipp;santo domingo;solicitud conductor;bloqear pide y no espera la unidad;;;;2024-02-10 11:41:41;hashtag;1;solicitud conductor bloqear pide y no espera la unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;cobro inadecuado;;;;2024-03-26 06:51:23;hashtag;2;solicitud cliente cobro inadecuado;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud conductor;no espera el tiempo dado;;;;2024-04-06 21:08:15;hashtag;1;solicitud conductor no espera el tiempo dado;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancelo;;;;2024-04-07 08:46:04;hashtag;1;solicitud conductor cancelo;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-02-11 11:07:20;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;se tardó mucho;desde web: se realiza el seguimiento del conductor;;;2024-04-05 20:00:55;hashtag;1;solicitud cliente se tardó mucho;otros problemas;Baja
ktaxi;loja;solicitud conductor;da mal la ubicación seleccionada el cliente;;;;2024-03-14 19:36:50;hashtag;1;solicitud conductor da mal la ubicación seleccionada el cliente;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud cliente;nos se detuvo en  un rompevelocidades, y ahora tengo un latigazo cervical con dolor .. distraído en el celular, experiencia terrible . no tenía cambio  velocidad excesiva  actitud desagradable;;;;2024-04-09 21:52:03;hashtag;1;solicitud cliente nos se detuvo en  un rompevelocidades, y ahora tengo un latigazo cervical con dolor .. distraído en el celular, experiencia terrible . no tenía cambio  velocidad excesiva  actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;mal ubicación;;;;2024-04-02 18:06:56;hashtag;1;solicitud conductor mal ubicación;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud cliente;no llego;;;;2024-05-08 16:10:34;hashtag;1;solicitud cliente no llego;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no acordó y canselo ase perder mi tiempo;;;;2024-01-21 05:03:48;hashtag;1;solicitud conductor no acordó y canselo ase perder mi tiempo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;mal educado   actitud desagradable;;;;2024-04-20 10:53:34;hashtag;1;solicitud cliente mal educado   actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;no da bien en la dirección estoy en el lugar y ella está en otra;;;;2024-04-29 17:28:35;hashtag;1;solicitud conductor no da bien en la dirección estoy en el lugar y ella está en otra;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud conductor;nunca salio;;;;2024-02-08 14:22:36;hashtag;1;solicitud conductor nunca salio;problemas de seguridad;Inmediata
ktaxi;loja;solicitud conductor;po e mal la dirección;;;;2024-04-02 07:23:29;hashtag;1;solicitud conductor po e mal la dirección;problemas con la cuenta/app;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-04-11 15:56:00;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud;;;;2024-04-14 03:58:50;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente golpea la unidad insulta por favor ingeniero ni 3nvie las unidades;;;;2024-01-03 07:34:58;hashtag;1;solicitud conductor cliente golpea la unidad insulta por favor ingeniero ni 3nvie las unidades;problemas con el viaje;Alta
ktaxi;cuenca;solicitud conductor;no está el cliente y no hay como estacionarse y el teléfono está apagado muy mal co esos clientes así no se puede trabajar;;;;2024-04-29 12:22:20;hashtag;1;solicitud conductor no está el cliente y no hay como estacionarse y el teléfono está apagado muy mal co esos clientes así no se puede trabajar;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;el cliente está viendo por la ventana y no sale ni siquiera decir a no necesita el taxi;;;;2024-04-14 04:26:54;hashtag;1;solicitud conductor el cliente está viendo por la ventana y no sale ni siquiera decir a no necesita el taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;taxímetro alterado;;;;2024-01-09 19:07:31;hashtag;1;solicitud cliente taxímetro alterado;problemas con el pago;Inmediata
ktaxi;ambato;solicitud cliente;no llego  nunca llegó;;;;2024-01-29 07:38:09;hashtag;1;solicitud cliente no llego  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-19 16:18:08;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;actitud desagradable;desde web: se notifica al conductor sobre el comentario dejado por el cliente;;;2024-02-29 06:49:27;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;se va en otra unidad;;;;2024-04-07 14:22:00;hashtag;1;solicitud conductor se va en otra unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;no show;;;;2024-01-16 09:11:55;hashtag;1;solicitud cliente no show;otros problemas;Baja
ktaxi;quevedo;llamada a conductor desde historial;carrera;;-1.033497;-79.471417;2024-04-14 22:16:02;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0;llamada a conductor desde historial carrera;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no contesta y al último cancelo la carrera tomar en cuenta este cliente;;;;2024-03-02 21:59:21;hashtag;1;solicitud conductor no contesta y al último cancelo la carrera tomar en cuenta este cliente;problemas con el viaje;Alta
clipp;loja;solicitud cliente;"no utiliza el taxímetro y pone tarifas elevadas; mal servicio";;;;2024-03-29 21:13:55;hashtag;1;"solicitud cliente no utiliza el taxímetro y pone tarifas elevadas; mal servicio";problemas con el pago;Inmediata
ktaxi;ibarra;pre-registro;#1001823226  #estoydispuestoalcambio  #quieroserconductor | actualisar;desde web: se envia los requisitos por interno;0.358898;-78.132433;2024-04-08 20:32:29;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0;pre-registro #1001823226  #estoydispuestoalcambio  #quieroserconductor | actualisar;mensaje de operador;Baja
azutaxi;cuenca;solicitud conductor;no salio;;;;2024-01-09 09:58:27;hashtag;1;solicitud conductor no salio;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;no colocó el taximetro;;;;2024-01-21 09:43:41;hashtag;1;solicitud cliente no colocó el taximetro;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;canceló solicitud;;;;2024-04-27 15:56:36;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
ktaxi;cuenca;solicitud conductor;camcelo;;;;2024-01-30 11:58:37;hashtag;1;solicitud conductor camcelo;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;estoy esperando en la ubicación y el cliente cancela;;;;2024-05-05 02:16:25;hashtag;1;solicitud conductor estoy esperando en la ubicación y el cliente cancela;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-04-27 00:34:28;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no paga llo q es;;;;2024-02-03 20:02:15;hashtag;1;solicitud conductor no paga llo q es;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente pide la unidad y cancela bloquear por favor;;;;2024-04-05 06:30:37;hashtag;1;solicitud conductor cliente pide la unidad y cancela bloquear por favor;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente cancels la solicitud cundo uno ya llega;;;;2024-03-25 11:44:28;hashtag;1;solicitud conductor cliente cancels la solicitud cundo uno ya llega;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-02-16 07:53:09;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no espera ni 1 minuto  aborda otra unidad..;;;;2024-02-24 01:29:02;hashtag;1;solicitud conductor no espera ni 1 minuto  aborda otra unidad..;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pide u no sale;;;;2024-05-04 15:34:52;hashtag;1;solicitud conductor pide u no sale;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésimo clienta ebria;;;;2024-02-02 21:49:07;hashtag;1;solicitud conductor pésimo clienta ebria;otros problemas;Baja
ktaxi;quevedo;solicitud cliente;nunca llegó;;;;2024-05-07 12:32:31;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-01-28 02:57:59;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;x favor mantener limpias las unidades el taxi olía feo;;;;2024-03-09 12:06:58;hashtag;2;solicitud cliente x favor mantener limpias las unidades el taxi olía feo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se fue en otra unidad;;;;2024-05-03 16:50:36;hashtag;1;solicitud conductor se fue en otra unidad;problemas con el viaje;Alta
ktaxi;loja;llamada a conductor desde historial;cancelo la solicitud y se llevó el producto; en contacto en espera que conteste;-3.993168;-79.198557;2024-01-13 16:05:29;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0;llamada a conductor desde historial cancelo la solicitud y se llevó el producto;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;él cliente se  fue  en otro taxi pésimo cliente;;;;2024-04-07 01:16:33;hashtag;1;solicitud conductor él cliente se  fue  en otro taxi pésimo cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente toma otra unidad;;;;2024-04-02 15:49:14;hashtag;1;solicitud conductor cliente toma otra unidad;problemas de seguridad;Inmediata
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-04-04 08:48:27;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable;;;;2024-05-04 22:30:08;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;estoy afuera como 8 minutos y no sale;;;;2024-05-08 13:26:31;hashtag;1;solicitud conductor estoy afuera como 8 minutos y no sale;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no contesta el teléfono;;;;2024-03-01 18:16:48;hashtag;1;solicitud conductor no contesta el teléfono;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-04-03 17:32:18;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-31 14:44:01;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-02-14 22:14:38;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cuando llegue me dijo q ya no quiere el taxi;;;;2024-01-29 21:48:53;hashtag;1;solicitud conductor cuando llegue me dijo q ya no quiere el taxi;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud conductor;se va en otra unidad más ojo ase venir dejando tantas carreras;;;;2024-04-25 17:43:59;hashtag;1;solicitud conductor se va en otra unidad más ojo ase venir dejando tantas carreras;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente coge otra unidad no espera;;;;2024-01-15 20:31:17;hashtag;1;solicitud conductor cliente coge otra unidad no espera;problemas con el viaje;Alta
ktaxi;quevedo;solicitud cliente;nunca llegó;;;;2024-02-08 21:25:30;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se demoró más de 10 en salir pide q le esper;;;;2024-05-08 09:03:47;hashtag;1;solicitud conductor se demoró más de 10 en salir pide q le esper;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mal cliente no responde los mensajes y no sale;;;;2024-01-14 11:26:12;hashtag;1;solicitud conductor mal cliente no responde los mensajes y no sale;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente cancela la carrera;;;;2024-05-05 11:30:57;hashtag;1;solicitud conductor cliente cancela la carrera;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no contesta la llamada ni los mensajes;;;;2024-02-23 13:36:27;hashtag;1;solicitud conductor no contesta la llamada ni los mensajes;problemas con el viaje;Alta
ktaxi;riobamba;solicitud cliente;pésimo servicio para que no se guían adecuadamente no deberían aceptar sino llegan  nunca llegó;desde web: se procedió a llamarle la atención al conductor y se pidió disculpas al cliente;;;2024-02-02 12:56:26;hashtag;1;solicitud cliente pésimo servicio para que no se guían adecuadamente no deberían aceptar sino llegan  nunca llegó;problemas con el viaje;Alta
