Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación
azutaxi;cuenca;solicitud conductor;el cliente pide y cancela no es serio;null;null;null;2024-02-14 21:19:27;hashtag;1
azutaxi;cuenca;solicitud cliente;falta de respeto proponer un tiempo estimado , se pasa del tiempo además se queda varado   nunca llegó;desde web: se realiza el seguimiento del conductor;null;null;2024-04-06 09:05:11;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-03-29 18:39:19;hashtag;1
ktaxi;loja;solicitud conductor;se sube y que no tiene plata e insulta;null;null;null;2024-02-04 02:20:07;hashtag;1
ktaxi;ambato;llamada a conductor desde historial;perdida de 20;null;-1.276612;-78.635323;2024-02-02 23:01:12;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
azutaxi;cuenca;solicitud conductor;van 10 min desde q me dijo ya salgo y ya no responde me retiro;null;null;null;2024-04-28 10:42:50;hashtag;2
azutaxi;cuenca;solicitud conductor;no responde ni llamadas;null;null;null;2024-01-05 20:19:22;hashtag;1
pinos chiclayo;chiclayo;solicitud cliente;nunca llegó;null;null;null;2024-04-20 16:08:52;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-06 20:31:09;hashtag;1
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-03-16 18:47:28;hashtag;1
pinos seguro;null;pre-registro;#46811306  #estoydispuestoalcambio  #quieroserconductor | buenos días con todo, quisiera ser parte de la empresa tengo mi carro disponible para trabajar lo más pronto posible, espero me den una oportunidad gracias ciudad:chiclayo  |;null;-6.767197;-79.843429;2024-01-11 09:13:46;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud conductor;mal cliente;null;null;null;2024-03-27 08:33:00;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-03 18:10:08;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió el cliente;null;null;null;2024-01-24 12:11:23;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-05-04 17:47:43;hashtag;1
azutaxi;cuenca;solicitud cliente;no sabe las calles y da muchas vueltas   actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-29 11:10:55;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-29 13:36:20;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no responde;null;null;null;2024-02-04 11:44:50;hashtag;1
ktaxi;null;pre-registro;#10734287  #estoydispuestoalcambio  #quieroserconductor | me gustaría formar parte de su empresa de conductoresciudad:tarija |;null;-21.510125;-64.732958;2024-01-26 08:21:06;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-08 22:04:30;hashtag;1
azutaxi;cuenca;solicitud cliente;no llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-06 19:56:20;hashtag;1
azutaxi;cuenca;solicitud conductor;pidió taxi y cuando me está dirigiendo cancelo tener en cuenta este cliente;null;null;null;2024-02-03 08:09:00;hashtag;1
ktaxi;santo domingo;solicitud conductor;pide la unidad y se va en otro vehículo;null;null;null;2024-02-19 15:24:41;hashtag;1
azutaxi;cuenca;solicitud conductor;no apareció el cliente llame y no contesto;null;null;null;2024-04-18 23:17:05;hashtag;1
azutaxi;cuenca;solicitud cliente;se pasó de largo;null;null;null;2024-04-18 18:55:40;hashtag;1
ecutaxi;cuenca;solicitud conductor;no esperan;null;null;null;2024-03-17 10:43:07;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale y donde pidió no hay como estacionar peor esperar es en plena curva después de que me retiro sale y dice que me pase del lugar indicado;null;null;null;2024-01-06 09:18:58;hashtag;1
azutaxi;cuenca;solicitud conductor;cuando estaba llegando vi q estaba haciendo parar a los taxis de la calle y abordó uno q paro llegué a los 2 minutos;null;null;null;2024-01-29 09:52:46;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente  actitud desagradable  nunca llegó;null;null;null;2024-03-01 15:58:13;hashtag;1
azutaxi;cuenca;pregunta ;buenas tardes disculpe hoy si hay servicio de taxis;null;-2.912861;-79.042739;2024-01-01 13:02:03;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
ktaxi;loja;llamada a conductor desde historial;pregunta; comenta que ya se contacto con el conductor por un tema de llaves olvidaras, pero que si ha podido devolverle;-3.977585;-79.204935;2024-02-28 13:35:24;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
ktaxi;ambato;solicitud cliente;nunca llegó;null;null;null;2024-03-24 23:29:18;hashtag;1
ktaxi;ambato;solicitud conductor;dice que esta abordo;desde web: se notifica a la cliente que debe esperar el tiempo asignado por el conductor;null;null;2024-01-01 12:47:16;hashtag;1
ecutaxi;santo domingo;solicitud cliente;no llego   nunca llegó;null;null;null;2024-01-22 15:15:07;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-26 14:22:22;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente hace venir por gusto;null;null;null;2024-01-25 15:29:41;hashtag;1
azutaxi;cuenca;solicitud conductor;pesimo cliente se va en otra unidad perdida de tiempo;null;null;null;2024-03-30 12:20:38;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente no sale;null;null;null;2024-05-07 08:33:51;hashtag;2
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-02-17 02:16:18;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-17 19:08:42;hashtag;1
ktaxi;riobamba;solicitud cliente;canceló solicitud;desde web: se procedió a llamarle la atención al conductor y se pidió disculpas al cliente;null;null;2024-02-18 11:36:22;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente me envió mensaje que ya no necesita la unidad;null;null;null;2024-04-01 20:11:11;hashtag;2
azutaxi;cuenca;solicitud conductor;eso es de dirección error de dirección;null;null;null;2024-05-04 16:17:53;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-17 17:43:36;hashtag;1
azutaxi;cuenca;solicitud conductor;no salio;null;null;null;2024-01-18 17:56:51;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente  nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-18 17:23:57;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-01-28 01:40:41;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-01-04 07:00:34;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente malo pone mal la dirección y se molesta;null;null;null;2024-03-31 02:42:26;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente se va en otra unidad 😡😡😡😡;null;null;null;2024-01-21 17:29:23;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela cuando hace esperar más de 5 minutos;null;null;null;2024-03-07 05:18:42;hashtag;1
ktaxi;ambato;solicitud conductor;sino va esperar no pida servicio;desde web: se notifica al cliente que debe abordar cuando ya se encuentre en la unidad;null;null;2024-01-16 00:12:16;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no salió .. y no responde los mensajes;null;null;null;2024-03-25 15:52:01;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente no espera se ca en otra unidad;null;null;null;2024-05-04 01:47:04;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no se encuentra en el lugar de ubicación no contesta mensajes ni llamadas mucho tiempo de espera carrera no realizada;null;null;null;2024-03-19 07:26:02;hashtag;1
ktaxi;loja;solicitud cliente;cobro inadecuado;null;null;null;2024-01-05 06:24:17;hashtag;2
ktaxi;loja;solicitud cliente;busca la ruta más larga , para llegar a un cobro más alto , por este tipo de comportamiento se utiliza el taxi informal;null;null;null;2024-01-16 08:35:57;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente tomó otra unidad;null;null;null;2024-03-23 21:36:23;hashtag;1
ktaxi;ambato;solicitud conductor;pide taxi y no sale;desde web: cliente indica que no necesita la unidad;null;null;2024-01-12 23:54:53;hashtag;1
azutaxi;cuenca;solicitud conductor;no salió.;null;null;null;2024-04-03 07:35:52;hashtag;1
azutaxi;cuenca;solicitud conductor;se le llama al cliente y dice qué está en otra dirección a la solicitada;null;null;null;2024-03-06 13:37:01;hashtag;1
ecutaxi;riobamba;solicitud cliente;canceló solicitud;desde web: se procedió a llamarle la atención al conductor y se pidió disculpas al cliente;null;null;2024-02-01 12:45:36;hashtag;1
azutaxi;cuenca;solicitud conductor;indica q no pidió taxi;null;null;null;2024-03-13 15:36:54;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-19 16:40:08;hashtag;2
azutaxi;cuenca;solicitud cliente;vehículo incorrecto;null;null;null;2024-04-20 17:16:59;hashtag;1
azutaxi;cuenca;solicitud conductor;se fue en otro taxi;null;null;null;2024-02-27 21:29:36;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente dice q no quiere y se le llama y se porta majadero insulta x a verle llamado a preguntar si quiere el taxi;null;null;null;2024-04-29 19:09:22;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no espera 3 minutos;null;null;null;2024-01-29 17:59:09;hashtag;2
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-03-23 10:55:31;hashtag;1
ktaxi;loja;solicitud cliente;actitud desagradable;null;null;null;2024-05-07 17:12:52;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente llego y cancela la carrera no debe pedir si no necesita para poder servir a los demás que sí necesitan;null;null;null;2024-03-28 17:16:52;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió;null;null;null;2024-02-01 16:27:31;hashtag;1
ktaxi;loja;solicitud cliente;quería cobrar más de lo que corresponde (no es feriado ni de noche) por este tipo de viaje siempre pago $1,30 y quería cobrar $1,70  actitud desagradable;null;null;null;2024-04-20 09:20:11;hashtag;1
ktaxi;loja;solicitud conductor;vale vrg;null;null;null;2024-03-11 21:48:10;hashtag;1
azutaxi;cuenca;solicitud conductor;mal;null;null;null;2024-02-19 18:33:49;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-03-22 06:33:28;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no espera e insulta mediante la app;null;null;null;2024-03-23 01:21:27;hashtag;1
ktaxi;riobamba;solicitud cliente;llevó otro cliente;desde web: se procedió a llamarle la atención al conductor y se pidió disculpas al cliente;null;null;2024-02-09 13:39:27;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-03-21 07:58:34;hashtag;1
azutaxi;cuenca;solicitud conductor;no espera el taxi;null;null;null;2024-02-16 09:08:42;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-03-19 19:51:21;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-31 19:59:39;hashtag;2
azutaxi;cuenca;solicitud conductor;la cliente me cancela el rato que ya estoy en el lugar le manifiesto que sí me va a esperar pero al llegar me cancela la carrera verificar por favor;null;null;null;2024-05-07 16:34:06;hashtag;1
azutaxi;cuenca;solicitud conductor;hacen esperar demasiado encima salen tú y tus borrachos y con botella en mano;null;null;null;2024-02-28 05:47:06;hashtag;1
azutaxi;cuenca;solicitud cliente;mala atención    nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-20 19:51:16;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-10 10:58:39;hashtag;2
ktaxi;loja;solicitud conductor;cliente no salió más de 10 minutos de espera;null;null;null;2024-01-24 08:37:07;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente nunca salió y nunca respondió los mensajes ni las llamadas. pésimo cliente. más me hizo perder el tiempo.;null;null;null;2024-04-05 15:49:00;hashtag;1
azutaxi;cuenca;solicitud conductor;mucho peso;null;null;null;2024-04-04 10:56:21;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo cliente , me hace ir desde muy lejos   llego al lugar y se ha ido en otro taxi no asignada por favor si no va esperar;null;null;null;2024-03-20 23:47:02;hashtag;1
ecutaxi;santo domingo;solicitud conductor;🤢🤢🤢🤢🤢🤢🤢🤢;null;null;null;2024-01-05 06:19:48;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente llego al lugar y dice que quieren 30 minutos;null;null;null;2024-02-04 01:02:33;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente no viajo se fue en otro taxi que un señor le señalo bloquee a estas personas que no son serias ni dicen nada y a uno le tienen como tonto esperando esto sucedió en el hotel majestic;null;null;null;2024-01-22 20:23:17;hashtag;1
ktaxi;ambato;solicitud conductor;cliente cancela la solicitud si desea del servicio solicite caso contrario no;desde web: se notifica a la cliente que debe esperar el tiempo asignado por el conductor;null;null;2024-01-25 14:47:10;hashtag;1
ktaxi;loja;solicitud cliente;cobró excesivo;null;null;null;2024-03-04 12:35:09;hashtag;1
azutaxi;cuenca;solicitud conductor;"no res
ponde";null;null;null;2024-03-08 21:38:29;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-05-04 16:49:55;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-04-03 12:56:00;hashtag;1
ktaxi;loja;solicitud conductor;se va en otra unidad;null;null;null;2024-04-20 08:41:50;hashtag;1
azutaxi;cuenca;solicitud conductor;el número registrado no salen las llamadas y el cliente indica q esta en el lugar pero no hay nadie ni salen;null;null;null;2024-04-14 21:10:50;hashtag;1
ktaxi;cuenca;solicitud cliente;canceló solicitud  nunca llegó;null;null;null;2024-04-11 18:55:43;hashtag;1
ktaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-01-27 22:04:22;hashtag;1
azutaxi;cuenca;solicitud conductor;mal carácter;null;null;null;2024-01-27 17:33:56;hashtag;1
ktaxi;ambato;solicitud cliente;llevó otro cliente;null;null;null;2024-02-17 23:05:52;hashtag;1
azutaxi;cuenca;solicitud cliente;no;null;null;null;2024-04-28 09:04:46;hashtag;1
azutaxi;cuenca;solicitud cliente;uso teléfono hablo/chat;null;null;null;2024-03-27 06:37:29;hashtag;2
azutaxi;cuenca;solicitud conductor;nunca salió;null;null;null;2024-01-02 09:49:35;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no sale me retiro del lugar;null;null;null;2024-04-09 19:02:19;hashtag;2
ktaxi;ambato;solicitud conductor;mal la dirección no hay nadie;desde web: se notifica al cliente que debe actualizar la ubicación antes de solicitar la unidad;null;null;2024-03-04 08:00:58;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo cliente nunca salió y se va en otra unidad;null;null;null;2024-02-22 20:49:57;hashtag;1
azutaxi;cuenca;solicitud conductor;tbvcgghjjjfggkjjh;null;null;null;2024-02-02 20:52:01;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó el historial del conductor y revisar la novedad;null;null;2024-04-01 11:09:45;hashtag;1
azutaxi;cuenca;solicitud cliente;pésimo servicio  canceló solicitud;null;null;null;2024-03-09 20:13:36;hashtag;1
ktaxi;ambato;solicitud conductor;cliente cancela la solicitud si desea del servicio solicite caso contrario no sea mas serio al usar el servicio gracias;desde web: cliente se encuentra bloqueado mientras realiza la actualización de su número;null;null;2024-04-01 09:01:45;hashtag;1
azutaxi;cuenca;solicitud cliente;leer la descripción. es carrera de prueba no dar tiempo;null;null;null;2024-02-01 10:15:09;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-15 15:59:13;hashtag;1
ktaxi;riobamba;solicitud cliente;pésimo servicio, el señor me cobró más del valor normal que se pasa al destino requerido;desde web: se procedió a llamarle la atención al conductor y se pidió disculpas al cliente;null;null;2024-03-04 10:17:25;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;desde web: vcaso no relevante, se revisó la bitácora del conductor;null;null;2024-03-29 23:09:11;hashtag;2
azutaxi;cuenca;solicitud conductor;de esta forma no se puede trabajar pésimo cliente espero no encontrarlo nuevamente dejo carreras en el camino para dirigirme y otra unidad dentro del tiempo indicado;null;null;null;2024-04-13 02:32:09;hashtag;1
ktaxi;loja;solicitud cliente;actitud desagradable;null;null;null;2024-03-13 07:52:57;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-04-02 13:56:13;hashtag;1
ktaxi;ibarra;solicitud conductor;se fue en otra unidad;desde web: solicitud atendida sin repseusta del cliente;null;null;2024-02-02 06:11:10;hashtag;1
azutaxi;cuenca;solicitud conductor;no responde;null;null;null;2024-01-01 17:45:38;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-02-15 22:25:07;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la carrera hace pasar tiempo;null;null;null;2024-04-30 16:56:21;hashtag;1
azutaxi;cuenca;llamada a conductor desde historial;carrera;null;-2.925973;-78.973758;2024-03-04 03:02:19;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
azutaxi;cuenca;solicitud conductor;pésima cliente se va en otro taxi y encima de eso le llamo y me ofende con palabras sanguíneas;null;null;null;2024-03-02 21:14:52;hashtag;1
azutaxi;cuenca;solicitud conductor;estado de embriaguez;null;null;null;2024-04-18 22:54:49;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-01-02 22:26:13;hashtag;1
azutaxi;cuenca;solicitud cliente;el taxímetro no estaba encerado;null;null;null;2024-01-04 13:43:04;hashtag;2
azutaxi;cuenca;solicitud conductor;cliente no espera cancela cuando se está llegando;null;null;null;2024-04-09 10:53:58;hashtag;1
azutaxi;cuenca;solicitud conductor;no hay cliente;null;null;null;2024-04-22 12:34:09;hashtag;1
azutaxi;cuenca;solicitud conductor;no se fue en otra unidad;null;null;null;2024-03-31 21:51:47;hashtag;1
ktaxi;quevedo;llamada a conductor desde historial;cancelar;null;-1.039405;-79.474416;2024-04-06 14:47:09;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
azutaxi;cuenca;solicitud cliente;velocidad excesiva  llevó otro cliente  vehículo incorrecto  actitud desagradable  canceló solicitud  nunca llegó;null;null;null;2024-04-12 07:57:05;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente no sale;null;null;null;2024-03-30 11:56:12;hashtag;1
ecutaxi;santo domingo;solicitud cliente;actitud desagradable;null;null;null;2024-02-22 21:54:24;hashtag;1
ktaxi;loja;solicitud conductor;llama y cancela ahí mismo. no sé subió;null;null;null;2024-01-12 15:09:31;hashtag;1
unitaxi;quito;eliminar cuenta;email incorrecto;null;-0.197356;-78.491266;2024-03-27 22:34:30;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
ktaxi;loja;solicitud conductor;el cliente no está en la dirección dada;null;null;null;2024-02-14 06:56:45;hashtag;1
ktaxi;ambato;solicitud conductor;cancela la solicitud;desde web: se notifica  al conductor que debe asignar tiempos adecuados con eso evita que el cliente le cancele la carrera;null;null;2024-01-06 10:12:59;hashtag;1
ktaxi;ambato;solicitud conductor;llegué y cancelo;null;null;null;2024-03-11 22:30:43;hashtag;1
ktaxi;santo domingo;solicitud cliente;nunca llegó;null;null;null;2024-01-14 17:49:26;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-03-06 23:18:59;hashtag;2
azutaxi;cuenca;solicitud conductor;no sale ni contesta;null;null;null;2024-01-11 22:45:01;hashtag;1
azutaxi;cuenca;solicitud conductor;no contesta ni sale;null;null;null;2024-03-19 10:15:39;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no sale, se le llama y ni responde;null;null;null;2024-01-14 12:04:05;hashtag;1
clipp taxi;null;pre-registro;#1207465665  #estoydispuestoalcambio  #quieroserconductor | taxi coop san fernando 72ciudad:babahoyo  |;null;-1.811743;-79.544198;2024-03-04 21:29:14;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud conductor;este sr hace venir de aporgusto no enviar las unidades no sale nada;null;null;null;2024-04-13 16:34:57;hashtag;1
azutaxi;cuenca;solicitud conductor;dice que ya va a salir..  ya mucho tiempo en espera y ya no responde;null;null;null;2024-04-21 19:58:29;hashtag;1
ktaxi;loja;solicitud cliente;"no llego
  nunca llegó";null;null;null;2024-02-28 10:17:38;hashtag;1
azutaxi;cuenca;solicitud conductor;son 5 personas no puedo llevarles;null;null;null;2024-03-09 09:23:49;hashtag;1
azutaxi;cuenca;solicitud conductor;pide taxi en una ubicación incorrecta;null;null;null;2024-01-06 16:16:34;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-17 15:27:44;hashtag;1
azutaxi;cuenca;solicitud conductor;se fue en otro taxi ase perder y;null;null;null;2024-02-23 17:55:43;hashtag;1
azutaxi;cuenca;solicitud conductor;pareja se ponen al peliar;null;null;null;2024-01-22 22:34:20;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente cancela;null;null;null;2024-02-15 16:34:59;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-19 16:19:03;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-05 13:53:07;hashtag;1
azutaxi;cuenca;solicitud conductor;q confirme cuando una mando un mensaje q esta en camino o ua llegue xq uno ve q no hay eespuesta y se retira y de hay ponen q se a 8do q no espwra q nunca llego cuando eso no es wn realidad uno tambien merese ser escuchado y tomado en cuenta para mej;null;null;null;2024-04-06 08:52:50;hashtag;2
ktaxi;ibarra;solicitud cliente;no dejo en el destino elegido;desde web: solicitud atendida por el conductor se llamo a informar al conductor sobre el comentario del cliente;null;null;2024-03-04 06:28:12;hashtag;2
ktaxi;ambato;solicitud conductor;cancela estando cerca;null;null;null;2024-03-15 23:03:49;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la carrera;null;null;null;2024-03-22 18:41:51;hashtag;1
azutaxi;cuenca;solicitud cliente;toma la ruta más larga...;desde web: se realiza el seguimiento del conductor;null;null;2024-04-05 23:59:46;hashtag;1
azutaxi;cuenca;solicitud conductor;no responde llamadas ni mensajes;null;null;null;2024-01-05 15:41:59;hashtag;2
azutaxi;cuenca;solicitud conductor;no responde;null;null;null;2024-05-06 17:33:20;hashtag;1
ktaxi;sucre;eliminar cuenta;si, tengo otra cuenta;null;-19.056921;-65.254179;2024-03-31 15:25:30;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-17 15:18:32;hashtag;1
pinos seguro;chiclayo;solicitud conductor;clienese a ido;null;null;null;2024-04-06 23:26:08;hashtag;2
ktaxi;ambato;solicitud conductor;cliente se va en un carro particular;desde web: se  notifica al cliente que antes de abordar la unidad revise las placas de la unidad solicitada;null;null;2024-01-08 22:46:24;hashtag;1
azutaxi;cuenca;solicitud conductor;no espera;null;null;null;2024-02-25 02:25:32;hashtag;1
azutaxi;cuenca;solicitud conductor;no salió el cliente ase perder tiempo;null;null;null;2024-01-14 20:40:06;hashtag;1
azutaxi;cuenca;solicitud cliente;o llegó    nunca llegó;null;null;null;2024-02-14 17:25:22;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-20 22:16:34;hashtag;1
azutaxi;cuenca;solicitud conductor;al cliente;null;null;null;2024-04-08 08:27:21;hashtag;1
clipp;loja;solicitud cliente;nunca llegó mal servicio;null;null;null;2024-04-22 15:31:29;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-02-14 06:50:29;hashtag;1
azutaxi;cuenca;solicitud conductor;esta persona llego donde me da la ubicacion y dise que esta en otro lado me dise de todo hasta mi santa madre insulto esta persona  q soy hijo de puu cabr y de todo;null;null;null;2024-01-12 14:55:57;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-22 09:49:59;hashtag;2
ktaxi;ambato;llamada a conductor desde historial;creo que se me perdió la cédula en el taxi;null;-1.251084;-78.626161;2024-02-10 07:27:35;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
clipp taxi;santiago de chile;pre-registro;#102720458  #estoydispuestoalcambio  #quieroserconductor | gracias por aceptar mi registro;desde web: se le escribe al usuario para poder ayudarle con más información por whatsapp;-33.440306;-70.757377;2024-02-09 11:17:03;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-02-19 09:47:51;hashtag;1
azutaxi;cuenca;perdi una billetera;disculpen perdi mi billetera en un taxi que iba de wayra plaza a la academia a conducir si me pueden ayudar fue a las cinco de la tarde;null;-2.904274;-79.008577;2024-04-23 17:40:29;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;cliente pide taxi y luego cansela tomar en cuenta gracias;null;null;null;2024-05-07 18:09:51;hashtag;1
azutaxi;cuenca;solicitud conductor;vía congestionada no se puede llegar tengo que ir a dar mucha vuleta;null;null;null;2024-01-24 14:24:03;hashtag;1
azutaxi;cuenca;solicitud cliente;se demoró mucho y nunca llegó   nunca llegó;null;null;null;2024-03-07 19:59:19;hashtag;1
ktaxi;riobamba;solicitud conductor;cliente no espera;desde web:  nos comunicamos con el usuario y le recordamos el uso correcto de la aplicación;null;null;2024-01-28 08:42:10;hashtag;1
azutaxi;cuenca;solicitud conductor;da mal la dirección;null;null;null;2024-02-03 11:53:17;hashtag;1
azutaxi;cuenca;solicitud conductor;no salió el cliente;null;null;null;2024-01-14 18:47:44;hashtag;1
azutaxi;cuenca;solicitud cliente;solo en el teléfono;null;null;null;2024-02-26 21:23:24;hashtag;1
clipp;loja;solicitud conductor;ya demás pide y termino la carrera;null;null;null;2024-02-27 20:40:58;hashtag;1
azutaxi;cuenca;solicitud conductor;coje otra unidad;null;null;null;2024-02-03 01:38:03;hashtag;1
azutaxi;cuenca;solicitud conductor;pesimo cliente solicita y enseguida presiona el botón de abordar;null;null;null;2024-03-12 16:01:46;hashtag;1
ktaxi;loja;solicitud conductor;no salio cliente;null;null;null;2024-03-13 19:20:38;hashtag;2
azutaxi;cuenca;solicitud cliente;no llegó;desde web: caso no relevante, se revisó la bitácora;null;null;2024-02-09 23:33:49;hashtag;1
azutaxi;cuenca;solicitud conductor;puso a bordo;null;null;null;2024-04-06 20:51:52;hashtag;1
azutaxi;cuenca;solicitud conductor;cancelo cuando llegue;null;null;null;2024-03-06 07:08:38;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-15 12:10:14;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-19 06:25:05;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-27 10:34:56;hashtag;1
